,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
21683,2019_DoWR_14991_3,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 3 RETENDER,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PUTHIMARI,781380,2.0,,,,85253389,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21684,2019_DoWR_14996_3,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 8 RETENDER,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PUTHIMARI,781380,2.0,,,,39509972,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21685,2019_DoWR_14997_3,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 9 RETENDER,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PUTHIMARI,784125,4.0,,,,45381139,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21686,2019_DoWR_14973_3,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 1 RETENDER,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,GUWAHATI,781030,3.0,,,,36599666,AOC,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21687,2019_DoWR_14974_3,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 2 RETENDER,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,GUWAHATI,781030,2.0,,,,46221459,AOC,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21688,2019_DoWR_15000_3,NAGAON/2019-20/SOPD-FDR/I,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures Package 1 RETENDER,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,NAGAON,782001,1.0,,,,50325240,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21689,2019_DoWR_15001_3,NAGAON/2019-20/SOPD-FDR/I,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures Package 2 RETENDER,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,07-02-2020 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,NAGAON,782001,1.0,,,,79026901,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21690,2019_DoWR_14933_3,JORHAT/2019-20/SOPD-FDR/I,Closing of breach at 7th Km and strengthening of Bhogdoi left bank embankment Package 1 RETENDER,Closing of breach at 7th Km and strengthening of Bhogdoi left bank embankment from Garumara grazing to Chengeliati including anti erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,JORHAT,785001,1.0,,,,46213632,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21691,2019_DoWR_15013_3,MANGALDAI/2019-20/SOPD-FDR/II,Reconstruction of breached embankment at Kumarpara (Ch. 16800 m) including improvement of Nonoi R/B embankment from Ch. 4925 m to 24925 m under SOPD (FDR) for 2019-20 PACKAGE 2 RETENDER,Reconstruction of breached embankment at Kumarpara (Ch. 16800 m) including improvement of Nonoi R/B embankment from Ch. 4925 m to 24925 m under SOPD (FDR) for 2019-20,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MANGALDAI,784125,1.0,,,,74821543,AOC,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21692,2019_DoWR_15212_3,KARIMGANJ/2019-20/SOPD-FDR/II,Reconstruction of Breached embankment at Kabaribond village Package-6 RETENDER,Reconstruction of Breached embankment at Kabaribond village along with improvement of Longai L/B embankment from Ch. 0 to 21.95 KM including anti-erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,07-02-2020 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KARIMGANJ,788710,1.0,,,,60187160,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21693,2019_DoWR_15214_3,KARIMGANJ/2019-20/SOPD-FDR/II,Reconstruction of Breached embankment at Kabaribond village Package-8 RETENDER,Reconstruction of Breached embankment at Kabaribond village along with improvement of Longai L/B embankment from Ch. 0 to 21.95 KM including anti-erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KARIMGANJ,788710,1.0,,,,54197366,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21694,2019_DoWR_15215_3,KARIMGANJ/2019-20/SOPD-FDR/II,Reconstruction of Breached embankment at Kabaribond village Package 9 RETENDER,Reconstruction of Breached embankment at Kabaribond village along with improvement of Longai L/B embankment from Ch. 0 to 21.95 KM including anti-erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KARIMGANJ,788710,1.0,,,,89408772,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21695,2019_DoWR_15216_3,KARIMGANJ/2019-20/SOPD-FDR/II,Reconstruction of Breached embankment at Kabaribond Package 10 RETENDER,Reconstruction of Breached embankment at Kabaribond village along with improvement of Longai L/B embankment from Ch. 0 to 21.95 KM including anti-erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KARIMGANJ,788710,1.0,,,,78087992,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21696,2019_DoWR_15196_3,KARIMGANJ/2019-20/SOPD-FDR/I,Reconstruction of Breached embankment at Dullavpur and Mukamerbond along with improvement of Shingla R/B embankment from Phanirbond to Dullavpur Package 1 RETENDER,Reconstruction of Breached embankment at Dullavpur and Mukamerbond along with improvement of Shingla R/B embankment from Phanirbond to Dullavpur including anti-erosion measures at different reaches.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,28-01-2020 18:00,,180,No,No,Online,05-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KARIMGANJ,788710,1.0,,,,96812121,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1}
21734,2020_DoWR_16152_1,DHUBRI/2019-20/SOPD-FDR/II,Restoration and recoupment of breach like damage of road cum bund by flooding of river Brahmaputra on L/B at Fakirganj area under SOPD (FDR).,Restoration and recoupment of breach like damage of road cum bund by flooding of river Brahmaputra on L/B at Fakirganj area under SOPD (FDR).,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:00,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DHUBRI,783348,4.0,,,,29164909,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'recoupment': 2, 'restoration': 2, 'breach': 2, 'bund': 2, 'road': 2}"
21736,2020_DoWR_16155_1,CID/2019-20/SOPD-FDR/I,Anti-erosion measures to protect Uttar Kalinagar area from the erosion of river Borak on its right bank,Anti-erosion measures to protect Uttar Kalinagar area from the erosion of river Borak on its right bank,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:00,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,BADARPUR,788806,4.0,,,,97324789,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 4, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'anti erosion': 2, 'erosion': 4}"
21738,2020_DoWR_16157_1,MORIGAON/2019-20/SOPD-FDR/I,Reconstruction of breach like damaged embankment of B/dyke at Kathani Palahguri village including protection measures under SOPD (FDR).,Reconstruction of breach like damaged embankment of B/dyke at Kathani Palahguri village including protection measures under SOPD (FDR).,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:00,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MORIGAON,782105,3.0,,,,123236104,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'reconstruction': 2, 'embankment': 2, 'dyke': 2, 'breach': 2}"
21739,2020_DoWR_16159_1,HAILAKANDI/2019-20/SOPD-FDR/I,Restoration of Nandigram area from flood damages of river Katakhal on its Right Bank.,Restoration of Nandigram area from flood damages of river Katakhal on its Right Bank.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:30,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,HAILAKANDI,788152,3.0,,,,75322151,AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'restoration': 2}
21740,2020_DoWR_16161_1,GHY.EAST/2019-20/SOPD-FDR/II,Reconstruction of breach embankment at Ch. 10.35km in Majirgaon area including improvement of B/dyke from Khanamukh to Majirgaon along with pro siltation measures,Reconstruction of breach embankment at Ch. 10.35km in Majirgaon area including improvement of B/dyke from Khanamukh to Majirgaon along with pro siltation measures,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-01-2020 18:35,,180,No,No,Online,20-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,GUWAHATI,781003,2.0,,,,89811624,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 2, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 2, 'embankment': 2, 'dyke': 2, 'breach': 2}"
21784,2020_DoWR_16173_1,MAJULI/2019-20/SOPD-FDR/I,Pro-siltation measures at Bilatia Gaon and its adjoining area under Ahotguri GP in Majuli island,Pro-siltation measures at Bilatia Gaon and its adjoining area under Ahotguri GP in Majuli island,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,30-01-2020 18:00,,180,No,No,Online,21-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MAJULI,785110,0.0,,,,33199990,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 2, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Others,
21785,2020_DoWR_16174_1,MAJULI/2019-20/SOPD-FDR/II,Pro-siltation measures at Sorai Chapori and its adjoining area under Dakhin Ahotguri G.P. in Majuli island,Pro-siltation measures at Sorai Chapori and its adjoining area under Dakhin Ahotguri G.P. in Majuli island,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,30-01-2020 18:00,,180,No,No,Online,21-02-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MAJULI,785110,0.0,,,,55399505,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 2, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Others,
21879,2020_BoTC_16256_1,TN-345/2,"Construction of CC block road from Katajhar Kahitama PWD connecting road near Labdanguri bazar to Manas Forest boundary with 4 nos. RCC slab culvert. Phase II for Rs. 89.60 lacs under BADP, 2019-20 of Baksa district.","Construction of CC block road from Katajhar Kahitama PWD connecting road near Labdanguri bazar to Manas Forest boundary with 4 nos. RCC slab culvert. Phase II for Rs. 89.60 lacs under BADP, 2019-20 of Baksa district.",Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,03-02-2020 15:00,04-02-2020 11:00,180,No,No,Offline,11-02-2020 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Baksa,781372,4.0,,,,8959847,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 2, 'rcc': 2, 'road': 4}"
